GROUP_SET, GROUP_ID, GROUP_NAME, TEAM_ID, TEAM_ABBREVIATION, GP, W, L, W_PCT, MIN, E_OFF_RATING, OFF_RATING, E_DEF_RATING, DEF_RATING, E_NET_RATING, NET_RATING, AST_PCT, AST_TO, AST_RATIO, OREB_PCT, DREB_PCT, REB_PCT, TM_TOV_PCT, EFG_PCT, TS_PCT, E_PACE, PACE, PACE_PER40, POSS, PIE, GP_RANK, W_RANK, L_RANK, W_PCT_RANK, MIN_RANK, OFF_RATING_RANK, DEF_RATING_RANK, NET_RATING_RANK, AST_PCT_RANK, AST_TO_RANK, AST_RATIO_RANK, OREB_PCT_RANK, DREB_PCT_RANK, REB_PCT_RANK, TM_TOV_PCT_RANK, EFG_PCT_RANK, TS_PCT_RANK, PIE_RANK,p1,p2,p3,p4,p5,p1_cluster,p2_cluster,p3_cluster,p4_cluster,p5_cluster
Lineups, -101150-203992-1626153-1630168-1630552-, L. Williams - B. Bogdanovic - D. Wright - O. Okongwu - J. Johnson,1610612737,ATL,2,1,1,0.5,16.0,128.8,125.8,122.3,132.3,6.5,-6.5,0.462,3.0,15.0,0.25,0.316,0.29,0.065,0.6,0.644,97.9,95.18,79.32,31,0.5,3707,3401,5744,7220,1420,4586,12584,9608,10055,947,8344,6707,13623,13658,7695,5363,5349,7852,L. Williams,B. Bogdanovic,D. Wright,O. Okongwu,J. Johnson,6,3,6,5,7
Lineups, -201144-202355-203903-1629672-1630235-, M. Conley - H. Whiteside - J. Clarkson - E. Paschall - T. Forrest,1610612762,UTA,3,3,0,1.0,16.0,128.2,123.5,73.1,71.0,55.1,52.6,0.588,5.0,19.6,0.421,0.833,0.622,0.059,0.574,0.587,95.2,98.46,82.05,34,0.838,2316,956,1,1,1395,4960,4538,3088,7442,261,5673,3704,5898,3966,7554,6077,6892,3172,M. Conley,H. Whiteside,J. Clarkson,E. Paschall,T. Forrest,3,5,3,0,7
Lineups, -1629603-1629652-1630544-1630581-1630598-, M. Diakite - L. Dort - T. Mann - J. Giddey - A. Wiggins,1610612760,OKC,1,1,0,1.0,16.0,127.7,135.5,130.0,133.3,-2.3,2.2,0.733,1.83,22.9,0.4,0.75,0.556,0.194,0.667,0.68,93.6,89.72,74.77,31,0.494,6811,3401,1,1,1346,3534,12597,7232,4952,3417,3593,3769,7273,5497,12726,3788,4543,8303,M. Diakite,L. Dort,T. Mann,J. Giddey,A. Wiggins,2,3,0,3,0
Lineups, -203090-1627741-1627745-1630169-1630558-, M. Harkless - B. Hield - D. Jones - T. Haliburton - D. Mitchell,1610612758,SAC,5,1,4,0.2,16.0,87.8,84.6,132.3,134.3,-44.6,-49.7,0.889,1.14,15.4,0.25,0.667,0.429,0.179,0.393,0.477,110.8,112.18,93.48,39,0.301,1120,3401,16599,10078,1397,10629,13142,12927,3617,4686,8079,6707,9012,10550,12395,10918,10655,11521,M. Harkless,B. Hield,D. Jones,T. Haliburton,D. Mitchell,7,3,2,1,6
Lineups, -1626149-1626162-1626179-1628970-1629023-, M. Harrell - K. Oubre Jr. - T. Rozier - M. Bridges - P. Washington,1610612766,CHO,4,1,3,0.25,16.0,99.8,102.9,98.7,91.2,1.0,11.8,0.615,1.6,17.0,0.278,0.917,0.533,0.147,0.468,0.513,99.8,102.11,85.09,34,0.463,1571,3401,15870,9877,1382,7417,6571,6414,6903,3745,6887,6446,5257,6110,11157,9528,8998,8813,M. Harrell,K. Oubre Jr.,T. Rozier,M. Bridges,P. Washington,5,0,3,3,0
Lineups, -1628539-1628964-1628976-1630532-1630591-, M. Mulder - M. Bamba - W. Carter Jr. - F. Wagner - J. Suggs,1610612753,ORL,2,0,2,0.0,16.0,60.0,62.5,114.5,108.8,-54.5,-46.3,0.444,1.0,9.8,0.208,0.722,0.429,0.125,0.297,0.3,100.2,100.78,83.99,32,0.073,3707,10195,13953,10195,1407,12887,9812,12835,10114,4735,10974,7937,8332,10550,9775,12591,13503,13513,M. Mulder,M. Bamba,W. Carter Jr.,F. Wagner,J. Suggs,7,5,5,3,6
Lineups, -203488-1629026-1629647-1629652-1630581-, M. Muscala - K. Williams - D. Bazley - L. Dort - J. Giddey,1610612760,OKC,8,5,3,0.625,16.0,104.7,103.1,92.3,102.8,12.4,0.3,0.727,1.6,17.8,0.333,0.478,0.421,0.156,0.5,0.579,109.0,103.55,86.29,32,0.609,464,397,15870,6907,1403,7406,9280,7325,4973,3745,6565,4591,12950,10925,11437,7316,7187,5918,M. Muscala,K. Williams,D. Bazley,L. Dort,J. Giddey,0,0,0,3,3
Lineups, -1629021-1629643-1629649-1629678-1630288-, M. Wagner - C. Okeke - I. Brazdeikis - A. Schofield - J. Dowtin,1610612753,ORL,2,0,2,0.0,16.0,85.2,84.8,122.2,115.6,-37.0,-30.8,1.0,1.43,21.7,0.176,0.929,0.516,0.212,0.5,0.502,95.7,98.53,82.11,33,0.327,3707,10195,13953,10195,1396,10624,10660,11796,1,4255,4090,8621,5235,6479,13568,7316,9369,11215,M. Wagner,C. Okeke,I. Brazdeikis,A. Schofield,J. Dowtin,3,0,7,7,7
Lineups, -201587-202339-1627826-1628379-1629611-, N. Batum - E. Bledsoe - I. Zubac - L. Kennard - T. Mann,1610612746,LAC,3,0,3,0.0,16.0,97.0,96.9,108.1,106.3,-11.1,-9.4,0.833,3.33,21.3,0.278,0.765,0.514,0.094,0.417,0.456,94.1,95.01,79.18,32,0.442,2316,10195,15870,10195,1359,9640,9555,9902,3778,886,4309,6446,7197,6517,8658,10354,10975,9252,N. Batum,E. Bledsoe,I. Zubac,L. Kennard,T. Mann,0,6,5,0,3
Lineups, -201587-1628379-1628392-1629599-1629611-, N. Batum - L. Kennard - I. Hartenstein - A. Coffey - T. Mann,1610612746,LAC,4,1,3,0.25,16.0,70.2,65.7,126.6,119.4,-56.4,-53.7,0.667,1.0,13.6,0.15,0.833,0.474,0.171,0.357,0.386,97.2,103.48,86.23,35,0.178,1571,3401,15870,9877,1334,12814,11115,13383,5427,4735,9269,9022,5898,9518,12248,11427,12265,12782,N. Batum,L. Kennard,I. Hartenstein,A. Coffey,T. Mann,0,0,5,0,3
Lineups, -202357-203952-1627780-1627814-1629673-, N. Bjelica - A. Wiggins - G. Payton II - D. Lee - J. Poole,1610612744,GSW,8,5,3,0.625,16.0,115.5,114.3,94.8,88.2,20.7,26.1,0.857,3.0,23.5,0.222,0.778,0.5,0.114,0.565,0.595,98.5,102.58,85.48,35,0.639,464,397,15870,6907,1364,6089,6221,5033,3691,947,3348,7699,6959,6616,9538,6300,6729,5421,N. Bjelica,A. Wiggins,G. Payton II,D. Lee,J. Poole,0,3,0,0,3
Lineups, -202696-203897-1627936-1628366-1628972-, N. Vucevic - Z. LaVine - A. Caruso - L. Ball - T. Brown Jr.,1610612741,CHI,2,0,2,0.0,16.0,103.9,106.5,113.8,112.9,-9.9,-6.5,0.818,1.8,20.5,0.235,0.813,0.515,0.161,0.518,0.554,96.0,95.18,79.32,31,0.426,3707,10195,13953,10195,1420,7149,10337,9609,3960,3453,4563,7587,6291,6503,11558,7219,7919,9583,N. Vucevic,Z. LaVine,A. Caruso,L. Ball,T. Brown Jr.,5,1,6,3,7
Lineups, -202331-202704-1627826-1628379-1629599-, P. George - R. Jackson - I. Zubac - L. Kennard - A. Coffey,1610612746,LAC,4,2,2,0.5,16.0,116.3,108.1,108.8,102.8,7.5,5.3,0.462,1.0,12.8,0.286,0.923,0.593,0.162,0.556,0.637,101.6,108.48,90.4,37,0.503,1571,1646,13953,7220,1361,6966,9280,7010,10055,4735,9574,6199,5245,4726,11568,6494,5519,7841,P. George,R. Jackson,I. Zubac,L. Kennard,A. Coffey,1,3,5,0,0
Lineups, -1627783-1628449-1629018-1630173-1630625-, P. Siakam - C. Boucher - G. Trent Jr. - P. Achiuwa - D. Banton,1610612761,TOR,5,4,1,0.8,16.0,138.2,135.3,108.2,105.4,30.0,29.9,0.5,2.0,16.0,0.471,0.857,0.645,0.118,0.594,0.617,106.1,108.66,90.55,34,0.593,1120,591,5744,5853,1414,3536,9495,4761,8093,2231,7881,3368,5636,3569,9598,5634,6063,6204,P. Siakam,C. Boucher,G. Trent Jr.,P. Achiuwa,D. Banton,1,5,3,0,7
Lineups, -203493-1626161-1627827-1628973-1629029-, R. Bullock - W. Cauley-Stein - D. Finney-Smith - J. Brunson - L. Doncic,1610612742,DAL,5,4,1,0.8,16.0,143.8,144.1,101.0,94.7,42.8,49.4,0.474,1.8,20.5,0.111,0.733,0.5,0.147,0.796,0.814,103.1,106.45,88.71,34,0.649,1120,591,5744,5853,1355,2924,6843,3504,10022,3453,4563,9409,8167,6616,11157,2286,2432,5261,R. Bullock,W. Cauley-Stein,D. Finney-Smith,J. Brunson,L. Doncic,0,7,3,3,1
Lineups, -203496-1628392-1629599-1629611-1630527-, R. Covington - I. Hartenstein - A. Coffey - T. Mann - B. Boston Jr.,1610612746,LAC,2,0,2,0.0,16.0,129.9,133.3,131.3,126.5,-1.4,6.9,0.722,3.25,25.5,0.333,0.692,0.5,0.121,0.636,0.649,101.9,102.42,85.35,33,0.516,3707,10195,13953,10195,1411,3584,12155,6885,5020,917,2196,4591,8829,6616,9731,4620,5231,7669,R. Covington,I. Hartenstein,A. Coffey,T. Mann,B. Boston Jr.,0,5,0,3,7
Lineups, -200752-203497-203903-1627863-1630235-, R. Gay - R. Gobert - J. Clarkson - D. House Jr. - T. Forrest,1610612762,UTA,6,4,2,0.667,16.0,95.6,94.3,102.5,100.0,-6.9,-5.7,0.5,1.2,11.1,0.56,0.75,0.644,0.143,0.361,0.418,99.2,101.05,84.21,35,0.427,822,591,13953,6286,1361,9808,7053,9557,8093,4608,10270,1677,7273,3575,10604,11417,11656,9573,R. Gay,R. Gobert,J. Clarkson,D. House Jr.,T. Forrest,0,5,3,0,7
Lineups, -202704-1627826-1628379-1629611-1630527-, R. Jackson - I. Zubac - L. Kennard - T. Mann - B. Boston Jr.,1610612746,LAC,6,2,4,0.333,16.0,134.6,131.3,146.3,146.7,-11.7,-15.4,0.647,3.67,22.9,0.385,0.667,0.52,0.094,0.65,0.652,94.1,95.18,79.32,32,0.485,822,1646,16599,9264,1420,4090,13924,10435,6573,780,3593,4195,9012,6412,8658,4377,5175,8437,R. Jackson,I. Zubac,L. Kennard,T. Mann,B. Boston Jr.,3,5,0,3,7
Lineups, -202704-203496-1627826-1628379-1629599-, R. Jackson - R. Covington - I. Zubac - L. Kennard - A. Coffey,1610612746,LAC,3,2,1,0.667,16.0,153.5,150.0,82.5,86.7,71.0,63.3,0.5,3.0,20.9,0.364,0.722,0.586,0.1,0.724,0.742,94.0,92.68,77.24,30,0.836,2316,1646,5744,6286,1442,2165,6011,2617,8093,947,4423,4405,8332,4799,8760,3137,3439,3179,R. Jackson,R. Covington,I. Zubac,L. Kennard,A. Coffey,3,0,5,0,0
Lineups, -201577-1629649-1629678-1629962-1630181-, R. Lopez - I. Brazdeikis - A. Schofield - D. Cannady - R. Hampton,1610612753,ORL,2,1,1,0.5,16.0,80.2,80.6,110.1,108.6,-29.9,-28.0,0.75,1.5,12.2,0.308,1.0,0.581,0.111,0.29,0.39,109.0,109.49,91.24,36,0.265,3707,3401,5744,7220,1436,11011,9792,11576,4389,3836,10070,5963,1,4921,9195,12617,12159,11944,R. Lopez,I. Brazdeikis,A. Schofield,D. Cannady,R. Hampton,2,7,7,0,6
Lineups, -203526-1626149-1629060-1630166-1630557-, R. Neto - M. Harrell - R. Hachimura - D. Avdija - C. Kispert,1610612764,WAS,4,1,3,0.25,16.0,121.2,119.4,80.4,86.2,40.8,33.1,0.643,3.0,20.0,0.385,0.625,0.541,0.097,0.574,0.606,94.3,91.85,76.54,31,0.879,1571,3401,15870,9877,1416,5520,5988,4577,6602,947,4617,4195,10473,5962,8736,6069,6373,2928,R. Neto,M. Harrell,R. Hachimura,D. Avdija,C. Kispert,6,5,0,0,0
Lineups, -200765-201567-1626224-1630171-1630596-, R. Rondo - K. Love - C. Osman - I. Okoro - E. Mobley,1610612739,CLE,8,5,3,0.625,16.0,85.2,83.3,105.3,108.6,-20.1,-25.2,0.833,1.67,18.5,0.478,0.619,0.545,0.167,0.397,0.414,108.4,108.01,90.01,36,0.413,464,397,15870,6907,1401,10688,9792,11445,3778,3599,6094,3357,10591,5774,11595,10894,11748,9794,R. Rondo,K. Love,C. Osman,I. Okoro,E. Mobley,6,3,0,0,5
Lineups, -200765-201567-1626224-1628386-1630205-, R. Rondo - K. Love - C. Osman - J. Allen - L. Stevens,1610612739,CLE,6,4,2,0.667,16.0,97.6,91.2,94.5,90.9,3.1,0.3,0.727,2.0,15.7,0.36,0.692,0.474,0.118,0.414,0.422,95.8,101.03,84.19,34,0.432,822,591,13953,6286,1387,10034,6502,7329,4973,2231,8022,4480,8829,9518,9598,10515,11601,9422,R. Rondo,K. Love,C. Osman,J. Allen,L. Stevens,6,3,0,5,0
Lineups, -203552-203954-1629003-1629680-1630178-, S. Curry - J. Embiid - S. Milton - M. Thybulle - T. Maxey,1610612755,PHI,1,1,0,1.0,16.0,100.8,100.0,110.8,106.7,-10.0,-6.7,0.75,1.8,20.9,0.25,0.647,0.455,0.167,0.5,0.522,90.4,92.53,77.1,30,0.468,6811,3401,1,1,1436,7496,9590,9632,4389,3453,4423,6707,10296,9904,11595,7316,8720,8719,S. Curry,J. Embiid,S. Milton,M. Thybulle,T. Maxey,3,1,6,0,3
Lineups, -203915-1626149-1629060-1630166-1630557-, S. Dinwiddie - M. Harrell - R. Hachimura - D. Avdija - C. Kispert,1610612764,WAS,6,1,5,0.167,16.0,67.4,61.3,115.8,109.1,-48.5,-47.8,0.75,0.86,14.6,0.222,0.857,0.5,0.226,0.37,0.377,88.3,95.31,79.42,31,0.228,822,3401,16937,10141,1369,12960,9823,12892,4389,6778,8481,7699,5636,6616,13818,11344,12350,12357,S. Dinwiddie,M. Harrell,R. Hachimura,D. Avdija,C. Kispert,3,5,0,0,0
Lineups, -1628983-1629647-1630197-1630544-1630846-, S. Gilgeous-Alexander - D. Bazley - A. Pokusevski - T. Mann - O. Sarr,1610612760,OKC,5,1,4,0.2,16.0,132.5,129.4,84.7,72.7,47.8,56.7,0.611,5.5,21.2,0.389,0.737,0.568,0.059,0.571,0.591,89.5,97.52,81.27,34,0.706,1120,3401,16599,10078,1333,4229,4646,2932,6951,243,4343,4181,8136,5353,7554,6089,6814,4436,S. Gilgeous-Alexander,D. Bazley,A. Pokusevski,T. Mann,O. Sarr,1,0,0,0,2
Lineups, -1628983-1629647-1629652-1629676-1630581-, S. Gilgeous-Alexander - D. Bazley - L. Dort - I. Roby - J. Giddey,1610612760,OKC,4,1,3,0.25,16.0,75.1,76.5,159.6,164.7,-84.6,-88.2,0.875,1.4,14.9,0.273,0.5,0.368,0.147,0.333,0.398,107.6,104.95,87.46,34,0.118,1571,3401,15870,9877,1438,11428,15008,14781,3646,4278,8418,6484,11422,12165,11157,11593,12092,13229,S. Gilgeous-Alexander,D. Bazley,L. Dort,I. Roby,J. Giddey,1,0,3,0,3
Lineups, -202699-1627777-1627788-1629003-1630194-, T. Harris - G. Niang - F. Korkmaz - S. Milton - P. Reed,1610612755,PHI,4,1,3,0.25,16.0,87.8,91.2,97.5,90.9,-9.8,0.3,0.571,1.0,15.1,0.524,0.727,0.594,0.235,0.441,0.439,98.7,100.08,83.4,34,0.37,1571,3401,15870,9877,1374,10034,6502,7329,7557,4735,8334,1739,8241,4718,13927,9950,11248,10518,T. Harris,G. Niang,F. Korkmaz,S. Milton,P. Reed,3,0,0,6,2
Lineups, -202699-203954-1627788-1630178-1630198-, T. Harris - J. Embiid - F. Korkmaz - T. Maxey - I. Joe,1610612755,PHI,2,1,1,0.5,16.0,116.8,109.4,127.7,126.7,-10.9,-17.3,0.75,9.0,21.4,0.067,0.643,0.345,0.031,0.519,0.584,91.4,94.85,79.04,32,0.468,3707,3401,5744,7220,1413,6810,12158,10677,4389,29,4158,9624,10319,12366,7266,7203,6941,8718,T. Harris,J. Embiid,F. Korkmaz,T. Maxey,I. Joe,3,1,0,3,7
Lineups, -204456-1626167-1627763-1628470-1630537-, T. McConnell - M. Turner - M. Brogdon - T. Craig - C. Duarte,1610612754,IND,5,2,3,0.4,16.0,108.0,108.6,116.8,111.4,-8.8,-2.9,0.625,2.5,20.4,0.294,0.684,0.5,0.114,0.565,0.572,100.9,102.96,85.8,35,0.556,1120,1646,15870,9083,1346,6905,10162,9346,6746,1754,4572,6135,8927,6616,9538,6300,7326,6836,T. McConnell,M. Turner,M. Brogdon,T. Craig,C. Duarte,6,5,1,0,3
Lineups, -203082-1628976-1630175-1630181-1630532-, T. Ross - W. Carter Jr. - C. Anthony - R. Hampton - F. Wagner,1610612753,ORL,5,2,3,0.4,16.0,132.2,134.4,93.9,100.0,38.3,34.4,0.688,3.67,23.9,0.273,0.667,0.5,0.094,0.685,0.704,99.1,95.21,79.34,32,0.701,1120,1646,15870,9083,1365,3574,7053,4270,5360,780,3293,6484,9012,6616,8658,3682,3965,4487,T. Ross,W. Carter Jr.,C. Anthony,R. Hampton,F. Wagner,0,5,3,6,3
Lineups, -1626179-1628970-1628998-1629023-1629667-, T. Rozier - M. Bridges - C. Martin - P. Washington - J. McDaniels,1610612766,CHO,5,4,1,0.8,16.0,100.1,100.0,102.7,102.9,-2.6,-2.9,0.333,1.0,9.5,0.211,0.842,0.526,0.118,0.433,0.501,101.4,101.37,84.47,34,0.496,1120,591,5744,5853,1372,7496,9295,9349,10685,4735,10991,7911,5867,6252,9598,10105,9383,8281,T. Rozier,M. Bridges,C. Martin,P. Washington,J. McDaniels,3,3,0,0,0
Lineups, -201152-1627854-1628966-1630170-1630200-, T. Young - B. Forbes - K. Bates-Diop - D. Vassell - T. Jones,1610612759,SAS,3,1,2,0.333,16.0,127.4,131.3,151.8,145.2,-24.4,-13.9,0.625,10.0,18.9,0.478,0.667,0.543,0.031,0.447,0.5,92.5,93.05,77.54,32,0.402,2316,3401,13953,9264,1354,4090,13871,10293,6746,17,5923,3357,9012,5923,7266,9856,9386,9942,T. Young,B. Forbes,K. Bates-Diop,D. Vassell,T. Jones,2,0,2,0,6
Lineups, -202692-1629629-1630167-1630193-1630579-, A. Burks - C. Reddish - O. Toppin - I. Quickley - J. Sims,1610612752,NYK,2,0,2,0.0,15.0,96.8,96.7,125.2,128.6,-28.4,-31.9,0.6,1.2,14.6,0.4,0.625,0.516,0.167,0.458,0.519,93.2,92.01,76.68,30,0.362,3707,10195,13953,10195,1494,9648,12261,11835,6993,4608,8481,3769,10473,6479,11595,9656,8826,10651,A. Burks,C. Reddish,O. Toppin,I. Quickley,J. Sims,3,0,0,3,2
Lineups, -202692-203095-203944-1629628-1630193-, A. Burks - E. Fournier - J. Randle - R. Barrett - I. Quickley,1610612752,NYK,8,4,4,0.5,15.0,81.4,80.0,159.8,145.2,-78.4,-65.2,0.3,3.0,6.8,0.261,0.875,0.419,0.029,0.344,0.385,98.6,104.04,86.7,35,0.079,464,591,16599,7220,1480,11015,13871,13827,11358,947,11565,6657,5468,10949,7256,11568,12272,13478,A. Burks,E. Fournier,J. Randle,R. Barrett,I. Quickley,3,3,1,3,3
Lineups, -202692-203944-1629011-1629656-1630193-, A. Burks - J. Randle - M. Robinson - Q. Grimes - I. Quickley,1610612752,NYK,7,4,3,0.571,15.0,107.7,103.2,90.4,87.1,17.3,16.1,0.556,1.25,11.4,0.444,0.737,0.595,0.129,0.46,0.521,94.5,98.33,81.94,31,0.632,612,591,15870,7106,1493,7400,6066,6028,7788,4521,10263,3439,8136,4714,10239,9650,8724,5536,A. Burks,J. Randle,M. Robinson,Q. Grimes,I. Quickley,3,1,5,0,3
Lineups, -202692-203944-1629628-1630193-1630579-, A. Burks - J. Randle - R. Barrett - I. Quickley - J. Sims,1610612752,NYK,5,2,3,0.4,15.0,142.0,143.8,100.0,100.0,42.0,43.8,0.643,1.8,20.0,0.333,0.786,0.577,0.156,0.692,0.757,100.1,99.42,82.85,32,0.725,1120,1646,15870,9083,1517,2927,7053,3704,6602,3453,4617,4591,6879,4962,11437,3570,3003,4227,A. Burks,J. Randle,R. Barrett,I. Quickley,J. Sims,3,1,3,3,2
Lineups, -203083-1627788-1629003-1630178-1630194-, A. Drummond - F. Korkmaz - S. Milton - T. Maxey - P. Reed,1610612755,PHI,1,0,1,0.0,15.0,87.3,85.3,132.5,133.3,-45.2,-48.0,0.333,1.0,9.1,0.286,0.786,0.486,0.118,0.364,0.412,104.4,105.33,87.77,34,0.246,6811,10195,5744,10195,1473,10608,12597,12895,10685,4735,11030,6199,6879,9316,9598,11381,11774,12208,A. Drummond,F. Korkmaz,S. Milton,T. Maxey,P. Reed,5,0,6,3,2
Lineups, -203458-1627741-1628368-1628963-1630558-, A. Len - B. Hield - D. Fox - M. Bagley III - D. Mitchell,1610612758,SAC,6,3,3,0.5,15.0,93.3,94.1,108.2,105.7,-14.8,-11.6,0.4,0.8,8.7,0.381,0.765,0.553,0.147,0.367,0.454,108.5,109.31,91.09,34,0.385,822,956,15870,7220,1489,9816,9522,10125,10335,6817,11187,4238,7197,5695,11157,11357,11023,10262,A. Len,B. Hield,D. Fox,M. Bagley III,D. Mitchell,2,3,1,2,6
Lineups, -203085-203932-203999-1627854-1628420-, A. Rivers - A. Gordon - N. Jokic - B. Forbes - M. Morris,1610612743,DEN,3,3,0,1.0,15.0,155.3,159.4,121.5,110.0,33.8,49.4,0.722,6.5,26.0,0.417,0.65,0.563,0.063,0.7,0.732,97.5,100.77,83.97,32,0.736,2316,956,1,1,1546,1991,9918,3505,5020,140,2155,3709,10274,5398,7632,3323,3573,4101,A. Rivers,A. Gordon,N. Jokic,B. Forbes,M. Morris,0,3,1,0,3
Lineups, -203085-203210-203932-203999-1630538-, A. Rivers - J. Green - A. Gordon - N. Jokic - B. Hyland,1610612743,DEN,8,5,3,0.625,15.0,141.6,132.4,119.3,121.2,22.3,11.2,0.529,2.25,17.6,0.385,0.933,0.679,0.108,0.638,0.688,109.1,112.12,93.44,37,0.602,464,397,15870,6907,1515,4059,11470,6450,8037,2094,6593,4195,5228,2498,9162,4610,4376,5995,A. Rivers,J. Green,A. Gordon,N. Jokic,B. Hyland,0,2,3,1,6
Lineups, -203085-203210-1630192-1630267-1630538-, A. Rivers - J. Green - Z. Nnaji - F. Campazzo - B. Hyland,1610612743,DEN,3,1,2,0.333,15.0,84.0,93.3,92.1,90.3,-8.1,3.0,0.364,1.0,9.8,0.35,0.714,0.5,0.133,0.433,0.447,102.4,98.06,81.71,30,0.371,2316,3401,13953,9264,1524,9873,6475,7181,10663,4735,10974,4547,8390,6616,10340,10105,11138,10494,A. Rivers,J. Green,Z. Nnaji,F. Campazzo,B. Hyland,0,2,0,6,6
Lineups, -203085-203115-203210-1628408-1630538-, A. Rivers - W. Barton - J. Green - P. Dozier - B. Hyland,1610612743,DEN,2,2,0,1.0,15.0,97.1,87.9,100.5,96.8,-3.5,-8.9,0.75,9.0,19.1,0.25,0.857,0.5,0.03,0.452,0.455,94.5,101.24,84.37,33,0.383,3707,1646,1,1,1486,10312,6955,9855,4389,29,5827,6707,5636,6616,7261,9780,11008,10308,A. Rivers,W. Barton,J. Green,P. Dozier,B. Hyland,0,3,2,7,6
Lineups, -203992-1626153-1627789-1629027-1630168-, B. Bogdanovic - D. Wright - T. Luwawu-Cabarrot - T. Young - O. Okongwu,1610612737,ATL,4,1,3,0.25,15.0,113.2,110.3,128.8,134.5,-15.6,-24.1,0.6,6.0,15.0,0.333,0.692,0.5,0.034,0.42,0.528,94.9,93.95,78.29,29,0.427,1571,3401,15870,9877,1540,6699,13147,11226,6993,146,8344,4591,8829,6616,7279,10344,8605,9572,B. Bogdanovic,D. Wright,T. Luwawu-Cabarrot,T. Young,O. Okongwu,3,6,7,1,5
Lineups, -203463-203468-203496-203994-1626181-, B. McLemore - C. McCollum - R. Covington - J. Nurkic - N. Powell,1610612757,POR,3,1,2,0.333,15.0,95.8,94.1,135.4,138.7,-39.6,-44.6,0.7,1.75,15.2,0.278,0.733,0.485,0.118,0.411,0.494,105.9,105.64,88.04,34,0.348,2316,3401,13953,9264,1546,9816,13371,12757,5241,3492,8296,6446,8167,9327,9598,10541,10445,10818,B. McLemore,C. McCollum,R. Covington,J. Nurkic,N. Powell,0,1,0,5,3
Lineups, -203463-203469-203503-1626204-1628372-, B. McLemore - C. Zeller - T. Snell - L. Nance Jr. - D. Smith Jr.,1610612757,POR,2,0,2,0.0,15.0,102.2,103.3,97.4,96.6,4.9,6.8,0.75,1.8,20.5,0.313,0.722,0.529,0.167,0.5,0.529,92.4,92.25,76.87,30,0.591,3707,10195,13953,10195,1460,7394,6946,6890,4389,3453,4563,5925,8332,6182,11595,7316,8599,6233,B. McLemore,C. Zeller,T. Snell,L. Nance Jr.,D. Smith Jr.,0,2,7,0,6
Lineups, -203463-1627739-1629234-1630535-1630553-, B. McLemore - K. Dunn - D. Eubanks - G. Brown III - K. Johnson,1610612757,POR,4,1,3,0.25,15.0,116.7,113.8,127.9,137.9,-11.2,-24.1,0.727,2.0,19.5,0.417,0.412,0.414,0.138,0.5,0.583,97.6,95.0,79.16,29,0.446,1571,3401,15870,9877,1568,6267,13341,11227,4973,2231,5687,3709,13070,11064,10532,7316,6952,9129,B. McLemore,K. Dunn,D. Eubanks,G. Brown III,K. Johnson,0,6,2,2,6
Lineups, -203463-203496-203994-1628372-1629642-, B. McLemore - R. Covington - J. Nurkic - D. Smith Jr. - N. Little,1610612757,POR,2,0,2,0.0,15.0,95.4,93.8,138.2,137.5,-42.8,-43.8,0.833,3.33,21.3,0.25,0.889,0.448,0.094,0.469,0.462,100.0,101.16,84.3,32,0.317,3707,10195,13953,10195,1485,9843,13251,12712,3778,886,4309,6707,5388,10113,8658,9507,10883,11331,B. McLemore,R. Covington,J. Nurkic,D. Smith Jr.,N. Little,0,0,5,6,0
Lineups, -202954-203087-1629048-1629052-1630543-, B. Wanamaker - J. Lamb - G. Bitadze - O. Brissett - I. Jackson,1610612754,IND,3,1,2,0.333,15.0,96.5,100.0,66.9,64.5,29.6,35.5,0.5,1.0,12.5,0.294,0.842,0.583,0.167,0.444,0.499,97.3,97.38,81.15,30,0.779,2316,3401,13953,9264,1511,7496,3736,4218,8093,4735,9588,6135,5867,4813,11595,9874,10397,3652,B. Wanamaker,J. Lamb,G. Bitadze,O. Brissett,I. Jackson,6,0,2,0,2
Lineups, -202954-203087-1629048-1629052-1629103-, B. Wanamaker - J. Lamb - G. Bitadze - O. Brissett - K. Martin,1610612754,IND,3,2,1,0.667,15.0,92.0,89.5,96.4,91.9,-4.4,-2.4,0.333,1.0,8.7,0.182,0.867,0.459,0.105,0.422,0.473,113.6,117.9,98.25,38,0.419,2316,1646,5744,6286,1473,10182,6625,9318,10685,4735,11187,8547,5611,9850,9079,10330,10717,9690,B. Wanamaker,J. Lamb,G. Bitadze,O. Brissett,K. Martin,6,0,2,0,7
Lineups, -2546-201566-201961-202340-203076-, C. Anthony - R. Westbrook - W. Ellington - A. Bradley - A. Davis,1610612747,LAL,5,2,3,0.4,15.0,76.0,67.7,146.4,125.0,-70.4,-57.3,1.0,1.17,17.1,0.2,0.818,0.462,0.194,0.405,0.444,89.7,102.82,85.69,31,0.172,1120,1646,15870,9083,1558,12090,11713,13525,1,4661,6877,7956,6213,9753,12726,10599,11171,12826,C. Anthony,R. Westbrook,W. Ellington,A. Bradley,A. Davis,0,1,0,0,5
